project_id,source_document,level_1_number,level_1_title,level_2_number,level_2_title,level_3_number,level_3_title,section_number,section_title,hierarchy_path,requirement_id,trigger_keyword,requirement_text
starting-test-set,Strata Base IDIQ PWS.docx,1,Purpose,,,,,1,Purpose,1,1-001,required,"This PWS for Strata describes the technical expertise, support, and services required to develop, implement, sustain, and modernize mission essential National Geospatial-Intelligence Agency (NGA) capabilities developed and sustained by the NGA GeoCapabilities Division for two functional areas: Discovery and Dissemination of Geospatial Content and Geospatial Visualization."
starting-test-set,Strata Base IDIQ PWS.docx,1,Purpose,,,,,1,Purpose,1,1-002,required,This base IDIQ establishes the acquisition framework for delivering the full scope of information technology (IT) capabilities required for each task order issued under this contract.
starting-test-set,Strata Base IDIQ PWS.docx,1,Purpose,,,,,1,Purpose,1,1-003,required,"The primary purpose of the contract is to obtain the required expertise to continue to provide user-facing services that facilitate access to Geospatial Intelligence (GEOINT) data and products in an on-line, on-demand, and geospatially relevant environment to the Intelligence Community (IC), Department of Defense (DoD), and other Federal Government Agencies across the entire National System for Geospatial Intelligence (NSG) and Allied System for Geospatial Intelligence (ASG)."
starting-test-set,Strata Base IDIQ PWS.docx,1,Purpose,,,,,1,Purpose,1,1-004,required,"This contract is designed to provide flexibility in satisfying existing and emerging IT requirements required to work within NGA IT infrastructure, complement and support other NGA efforts, and adapt to new and emerging requirements as missions evolve and leading-edge technologies become available."
starting-test-set,Strata Base IDIQ PWS.docx,3,Scope,,,,,3,Scope,3,3-001,required,"Provide the technical expertise required to design, develop, maintain, operate, sustain, implement, and improve current and future services and capabilities developed and sustained by the GeoCapabilities Division."
starting-test-set,Strata Base IDIQ PWS.docx,3,Scope,,,,,3,Scope,3,3-002,must,"The Contractor must continuously operate, enhance, update, maintain, and sustain current operational capabilities."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,,,,,4,Performance Objectives,4,4-001,must,The following sections describe the services that must be provided in support of this contract.
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.1,Operational Baseline Management and Sustainment,,,4.1,Operational Baseline Management and Sustainment,4.1,4.1-001,must,"Elements of operational baseline management and sustainment must include, but may not be limited to (items are not listed in priority order): - **(U)"
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.1,Operational Baseline Management and Sustainment,,,4.1,Operational Baseline Management and Sustainment,4.1,4.1-002,required,"Operational Support Tasks:** Tasks required to support operational hardware and software and ensure the operational capabilities are running securely, efficiently and effectively (i.e., system health monitoring, ticket resolution, content/data dissemination, rapid content exposure for crisis response, chat room monitoring and response) - **(U)"
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.2,Integration and Visualization,,,4.2,Integration and Visualization,4.2,4.2-001,required,"Implementation of integrated capabilities in required operational domains utilizing new hardware or software (e.g., COTS, Open Source Software (OSS), and Government off-the-shelf (GOTS)). 2."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.4,Systems Engineering (SE),,,4.4,Systems Engineering (SE),4.4,4.4-001,required,"Services required to establish, balance, and integrate stakeholder requirements, develop appropriate lifecycle models and process approaches, and analyze alternatives in a manner that optimizes the delivery of capabilities (e.g., optimize performance, reduce infrastructure cost, etc.) while managing risk and cost."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.4,Systems Engineering (SE),,,4.4,Systems Engineering (SE),4.4,4.4-002,required,"It also includes providing responses as requested to support NGA’s Request for Change (RFC) process, assessing alternatives, and providing estimates of work required to improve existing and/or provide new capabilities, services, and functionality."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.4,Systems Engineering (SE),,,4.4,Systems Engineering (SE),4.4,4.4-003,must,"Creation and updates to documents must be in line with the NGA Enterprise Systems Engineering Plan (SEP), NSG/ASG Enterprise Test and Evaluation Master Plan (TEMP), and NGA Configuration Management Plan (NCMP)."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.5,Systems and Software Design,,,4.5,Systems and Software Design,4.5,4.5-001,must,"Additionally, systems and software design must consider and evaluate design tradeoffs and balance technical risk between systems and software, taking full advantage and leveraging NGA ISP/ASP processes and capabilities consistent with SEP and NCMP for the NSG and ASG."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.6,System Security,,,4.6,System Security,4.6,4.6-001,required,Activities result in secure systems and baselines along with the creation of the associated required security body of evidence (BoE) artifacts.
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.6,System Security,,,4.6,System Security,4.6,4.6-002,required,Examples of BoE artifacts are Plans of Action and Milestones (POAM); and the control implementation and test plans required to meet Assessment and Authorization (A&A) milestone requirements per the following: - (U)
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.6,System Security,,,4.6,System Security,4.6,4.6-003,must,(ISO) must also be aware of and concur with the actions taken by the Contractor team to secure and maintain system security and accreditation and the associated documentation.
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.7,,4.7.1,Software Delivery (CDRL A001),4.7.1,Software Delivery (CDRL A001),4.7.1,4.7.1-001,required,"In addition to software source code commitment, software delivery includes developing and maintaining all of the required documentation necessary to update, maintain, and test the code."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.7,,4.7.1,Software Delivery (CDRL A001),4.7.1,Software Delivery (CDRL A001),4.7.1,4.7.1-002,required,"Delivery consists of the listing and, where appropriate, publishing of all APIs required for ease of provisioning and consumption of other services."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.12,Field Service Representative (FSR),,,4.12,Field Service Representative (FSR),4.12,4.12-001,required,FSRs may be coded as “Emergency Essential.” Emergency Essential personnel will be required to remain on-site in the event of hostilities.
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.13,Technical Documentation (CDRL A002),,,4.13,Technical Documentation (CDRL A002),4.13,4.13-001,required,"Services required to document the system, thereby enabling stakeholders to understand the underlying technology, configurations, and composition (i.e., OV-1, as-is architecture diagram, list of servers, API documentation, etc.) of the system."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.14,Test and Evaluation (T&E),,,4.14,Test and Evaluation (T&E),4.14,4.14-001,must,Verification and Validation (V&V) testing must occur throughout the software and system lifecycle.
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.14,Test and Evaluation (T&E),4.14.1,Verification and Validation (V&V Test Documentation (CDRL A003),4.14.1,Verification and Validation (V&V Test Documentation (CDRL A003),4.14.1,4.14.1-001,must,New capabilities are staged for release and must undergo AST.
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.14,Test and Evaluation (T&E),4.14.1,Verification and Validation (V&V Test Documentation (CDRL A003),4.14.1,Verification and Validation (V&V Test Documentation (CDRL A003),4.14.1,4.14.1-002,required,"Test event duration and the level of effort required by the Contractor will vary based on several factors such as size and complexity of the systems being tested, system maturity, and/or test type and purpose."
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.14,Test and Evaluation (T&E),4.14.1,Verification and Validation (V&V Test Documentation (CDRL A003),4.14.1,Verification and Validation (V&V Test Documentation (CDRL A003),4.14.1,4.14.1-003,must,The Contractor must utilize separate test environments to ensure that software changes are fully tested.
starting-test-set,Strata Base IDIQ PWS.docx,4,Performance Objectives,4.14,Test and Evaluation (T&E),4.14.2,Test and Evaluation Master Plan (TEMP) (CDRL A004),4.14.2,Test and Evaluation Master Plan (TEMP) (CDRL A004),4.14.2,4.14.2-001,must,The TEMP must complement and be synchronized with the SEP.
starting-test-set,Strata Base IDIQ PWS.docx,5,Performance Requirements Summary (PRS),,,,,5,Performance Requirements Summary (PRS),5,5-001,required,Monthly or As Required | | (U)
starting-test-set,Strata Base IDIQ PWS.docx,5,Performance Requirements Summary (PRS),,,,,5,Performance Requirements Summary (PRS),5,5-002,must,"For any Priority 1 or Priority 2 incidents, the Contractor must address the issue for resolution within four (4) hours of notification (including during non-standard business hours) | (U) 100% inspection of Service+ entries | (U)"
starting-test-set,Strata Base IDIQ PWS.docx,5,Performance Requirements Summary (PRS),,,,,5,Performance Requirements Summary (PRS),5,5-003,must,"For any Priority 1 incidents, the Contractor must notify the Government Program Management Office (GPMO) within one hour via Phone (primary) or Email (secondary)."
starting-test-set,Strata Base IDIQ PWS.docx,5,Performance Requirements Summary (PRS),,,,,5,Performance Requirements Summary (PRS),5,5-004,must,"For a Priority 2 incidents, the Contractor must notify the GPMO within three hours via Phone or Email."
starting-test-set,Strata Base IDIQ PWS.docx,5,Performance Requirements Summary (PRS),,,,,5,Performance Requirements Summary (PRS),5,5-005,must,"For Priority 3 service tickets, email, and RocketChat requests, the Contractor must provide an initial response and/or have a first contact to the customer within 2 business days | (U) 100% inspection of and monitoring of Service+ entries, WAR | (U)"
starting-test-set,Strata Base IDIQ PWS.docx,5,Performance Requirements Summary (PRS),,,,,5,Performance Requirements Summary (PRS),5,5-006,required,End of increment or As Required | | (U)
starting-test-set,Strata Base IDIQ PWS.docx,5,Performance Requirements Summary (PRS),,,,,5,Performance Requirements Summary (PRS),5,5-007,required,"Document updates are required NLT 10 business days from the end of PI for the SRD, VDD, ICD, System Architecture Diagram, Release Notes, Testing Reports, XACTA 360 | (U) 100% inspection and evaluation of all required enterprise documentation. | (U)"
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-001,shall,"The Contractor shall use NGA’s enterprise-managed version control (e.g., GitLab) on each of the available security domains as the version control mechanism for all software."
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-002,shall,All infrastructure setup shall be stored in the source code version control.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-003,shall,New servers shall have an automated stand-up.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-004,shall,"The Contractor shall automatically build, test, and deploy all services, applications, software code, and metadata using NGA’s enterprise, government-managed CI/CD pipeline: 1."
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-005,shall,The Contractor shall automate testing such that changes to source code that impact system functionality shall include automated tests that verify the functionality.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-006,shall,"Unit, integration, and end-to-end tests shall run automatically when code changes are proposed to the “main” branch in version control."
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-007,shall,Code linters and security vulnerability scans shall also run on merge requests to the “main” branch.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-008,shall,"If any of these tests or scans fail, merging the changes into the main branch shall not be allowed."
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-009,shall,The Contractor shall implement automated accessibility tests for any user-facing functionality.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-010,shall,"NGA’s enterprise, government-managed CI/CD pipeline shall be used for running tests and builds as well as scans for code quality and vulnerabilities. 2."
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-011,shall,The Contractor shall automate deployments using NGA’s government-managed CI/CD pipeline.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-012,shall,New versions of a product shall be automatically deployed to non-production and production environments.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-013,shall,"Automated production deployment of a new version shall be scripted to happen without any downtime, and teams shall be able to roll back any change quickly."
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-014,shall,Deployments shall be implemented to eliminate the need for scheduled maintenance and reduce the coordination between systems for production releases.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-015,shall,"The Contractor shall document, register, share, and maintain all APIs, associated data, and documentation in NGA’s enterprise-managed Developer Portal on all domains where the APIs are available."
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-016,shall,"APIs shall be documented in industry-standard API-specification formats (e.g., OpenAPI, RESTful API Modeling System (RAML)), rather than Portable Document Formats (PDFs) or Word documents, and they shall be accessible via self-service in a development environment with a standardized path to production."
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-017,shall,API documentation shall be readily available to all developers at NGA.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-018,shall,APIs shall follow GEOINT standards and be able to be automatically tested for standards compliance.
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-019,shall,"The Contractor shall be responsible for ASP requirements, including integrating and coordinating all necessary activities with the ISP."
starting-test-set,Strata Base IDIQ PWS.docx,6,Constraints,,,,,6,Constraints,6,6-020,shall,"Such coordination shall include, but is not limited to: 1."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,,,,,7,Program Management and Contract Management,7,7-001,shall,The Contractor shall provide an overarching contract Program Manager (PM) to ensure total program integration and support during all phases and across contract task orders.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,,,,,7,Program Management and Contract Management,7,7-002,shall,"The PM shall provide program health status for cost, schedule, and performance."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,,,,,7,Program Management and Contract Management,7,7-003,shall,"The PM shall manage and administer the programmatic and technical efforts associated with this PWS to include, but may not be limited to, contract administration, cost, schedule, security administration, configuration control, and property control."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,,,,,7,Program Management and Contract Management,7,7-004,shall,"The Contractor PM shall attend requested meetings and technical exchange meetings to discuss a myriad of topics that may include, but may not be limited to, staffing, resource allocation, cost, schedule, performance, capability integration and/or interoperability, workflow and/or process optimization, etc."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,,,7.1,Transition,7.1,7.1-001,shall,The outgoing Contractor shall conduct a seamless transition of the capabilities and services to the follow-on Contractor (if applicable).
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.1,Transition Plan (CDRL A005),7.1.1,Transition Plan (CDRL A005),7.1.1,7.1.1-001,shall,"Both the incoming and outgoing Contractors shall develop and maintain a Transition Plan that describes the process, approach, and schedule for providing an orderly transition of duties, activities, and functions of tasks, tools, equipment, and information knowledge transfers during the contract’s transition terms."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.2,Phase-In Transition Period,7.1.2,Phase-In Transition Period,7.1.2,7.1.2-001,shall,The incoming Contractor shall lead a contract kickoff meeting within ten business days after the contract award.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.2,Phase-In Transition Period,7.1.2,Phase-In Transition Period,7.1.2,7.1.2-002,shall,"At a minimum, the incoming Contractor shall introduce key personnel, team members and staff, and discuss organizational structure and administrative operations pertinent to this requirement."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.2,Phase-In Transition Period,7.1.2,Phase-In Transition Period,7.1.2,7.1.2-003,shall,"To minimize any decreases in productivity and to prevent possible negative impact on additional services, the incoming Contractor shall have all key personnel on board during the phase-in period commencing with the date of contract award."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.2,Phase-In Transition Period,7.1.2,Phase-In Transition Period,7.1.2,7.1.2-004,shall,"As part of the proposal, the incoming Contractor shall provide a draft Phase-In Transition Plan that addresses assumptions, proposed schedule, checklists, and known risk and a final plan 15 business days after contract award."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.2,Phase-In Transition Period,7.1.2,Phase-In Transition Period,7.1.2,7.1.2-005,shall,"The incoming Contractor shall address details of overlapping with the outgoing Contractor to include hand-off of any source code, cloud and infrastructure access, configurations, instructions, Standard Operating Procedures (SOPs), databases, and transfer of all GFE, Government Furnished Information (GFI), and Property (GFP)."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.2,Phase-In Transition Period,7.1.2,Phase-In Transition Period,7.1.2,7.1.2-006,shall,"Key activities that shall occur during the phase-in transition period include (but may not be limited to): becoming familiar with performance requirements, obtaining IC badges, obtaining Common Access Cards (CAC), submitting HSPD-12 documents, completing Government required training, transferring of all source code, documentation, and SOPs developed and maintained by the incumbent Contractor, conducting inventories and transferring all GFE/GFI/GFP."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.3,Phase-Out Transition Period,7.1.3,Phase-Out Transition Period,7.1.3,7.1.3-001,must,"Phase-Out activities must facilitate and allow for an orderly turnover of information, facilities, equipment, and records and help ensure service continuity."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.3,Phase-Out Transition Period,7.1.3,Phase-Out Transition Period,7.1.3,7.1.3-002,shall,The outgoing Contractor is ultimately responsible for performing full services IAW the contract during the phase-out period and shall not defer any requirements to avoid responsibility or transfer such responsibility to the incoming Contractor.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.3,Phase-Out Transition Period,7.1.3,Phase-Out Transition Period,7.1.3,7.1.3-003,shall,"The outgoing Contractor shall fully cooperate with the incoming Contractor and the Government, to avoid interfering with the mission, work, or duties."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.3,Phase-Out Transition Period,7.1.3,Phase-Out Transition Period,7.1.3,7.1.3-004,shall,The Phase-Out Transition Plan shall be submitted 90 days after the last option period is exercised.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.3,Phase-Out Transition Period,7.1.3,Phase-Out Transition Period,7.1.3,7.1.3-005,shall,Execution of the Phase-Out Transition Plan shall begin no later than 60 days before the contract end date.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.3,Phase-Out Transition Period,7.1.3,Phase-Out Transition Period,7.1.3,7.1.3-006,shall,"At a minimum, the Phase-Out Transition Plan and activities shall address the following: 1."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.3,Phase-Out Transition Period,7.1.3,Phase-Out Transition Period,7.1.3,7.1.3-007,required,Procedures to ensure that services and performance objectives required by the contract are met throughout the end of the contract. 2.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.1,Transition,7.1.3,Phase-Out Transition Period,7.1.3,Phase-Out Transition Period,7.1.3,7.1.3-008,shall,All GFI released to the outgoing Contractor or created in the performance of this contract shall be returned to NGA upon termination of the contract; or when no longer required in the performance of the contract as directed by the Contracting Officer (CO).
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,,,7.2,Staffing and Contractor Personnel,7.2,7.2-001,shall,The Contractor shall provide fully qualified and cleared personnel to satisfy the conditions of this PWS.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,,,7.2,Staffing and Contractor Personnel,7.2,7.2-002,shall,"The Contractor shall maintain a stable workforce while minimizing turnover, maintaining the same level of expertise and managing their personnel in such a way as to minimize the impact of any turnover and/or disruption to the customer and/or mission."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,,,7.2,Staffing and Contractor Personnel,7.2,7.2-003,shall,The Contractor shall develop and maintain a current staffing list.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,,,7.2,Staffing and Contractor Personnel,7.2,7.2-004,shall,"The staffing list shall contain the names, job titles, employers, and contact information of all Contractor and Subcontractor personnel assigned to the contract."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,,,7.2,Staffing and Contractor Personnel,7.2,7.2-005,shall,The staffing list shall be updated and provided as part of the PMR (CDRL A0011).
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,,,7.2,Staffing and Contractor Personnel,7.2,7.2-006,shall,"It shall identify any personnel that left the contract during the previous month, personnel scheduled to onboard during the current or following month, and any personnel scheduled to depart, including the planned departure date."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,,,7.2,Staffing and Contractor Personnel,7.2,7.2-007,required,The Contractor is responsible for ensuring all personnel performing work under this contract possess and maintain current certifications as required within the PWS during the execution of this contract.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,,,7.2,Staffing and Contractor Personnel,7.2,7.2-008,shall,Contractor employees shall stay compliant with all NGA mandatory training.
