project_id,source_document,level_1_number,level_1_title,level_2_number,level_2_title,level_3_number,level_3_title,section_number,section_title,hierarchy_path,requirement_id,trigger_keyword,requirement_text
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,,,7.2,Staffing and Contractor Personnel,7.2,7.2-009,shall,"The Contractor shall ensure all Contractor personnel comply with all local, state, and federal ordinances, statutes, and regulations regarding personal safety in work areas."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-001,must,All key personnel must have an active Top Secret/Sensitive Compartmented Information (TS/SCI) with Counter-Intelligence (CI) polygraph at contract start.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-002,must,Must be the single point of contact for any programmatic issues that may arise.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-003,must,The Contractor must also designate an individual to be the backup for the PM to ensure the Government has uninterrupted access to the Contractor.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-004,must,"The PM must also adhere to the requirements referenced in section 7: Program and Contract Management. | **Required** **Education:** Bachelor’s Degree in Business Administration, Engineering, Finance, or degree that provided a minimum of 24 hours in one or more of above-mentioned fields. **Experience:** Minimum of five (5) years of Project Management or Deputy PM experience leading software development efforts using Agile methodologies of similar size, scope, and dollar value within the IC. **Desired** **Experience:** Demonstrated geospatial expertise and knowledge of geospatial tools and technologies. **Certification:** Project Management Professional (PMP). | Ten (10) years of demonstrated experience in a project/program management role of similar size and scope. | | Chief Software Architect (CSA) | Responsible for the general oversight and overall execution of software development and maintenance utilizing Agile methodologies."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-005,required,"Facilitate Agile processes and events and lead process execution and refinement. | **Required** **Education** : Bachelor’s Degree in Computer Science, Information Systems (IT), Math, Engineering, or other related technical or scientific disciplines. **Experience** : Minimum of eight (8) years of related experience as a Chief Software Architect (CSA) conducting software development, application development, and/or dev/sec/ops pipelines for similarly sized projects."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-006,required,"Creates and reviews new and existing system designs to make recommendations for altering or improving the systems. | **Required** **Education:** Bachelor’s Degree in Computer Science, Information Systems (IS), Engineering, or other related technical or scientific disciplines. **Experience:** Minimum of six (6) years of relevant hands-on SE experience leading the architecting, designing, and implementing major systems or applications of equivalent size and scope. **Desired** **Experience:** Proficient in AWS cloud environment. | 8 years demonstrated experience leading the architecting, design, and/or implementation of major systems or applications or equivalent experience. | | Information Systems Security Officer (ISSO) | Responsible for ensuring that appropriate operational security posture is maintained for an information system and works in close collaboration with the ISO. | **Required** **Education:** Bachelor's degree in Computer Science, Information Systems, or another related field. **Experience:** Minimum of five (5) years hands-on experience as an ISSO (or similar field) for multiple Security Plan Identifiers (SPIDs). **Desired** **Qualifications** : Training in IC security protocols. **Certification:** DoD 8500 IAT/IAM Level II | Seven (7) years demonstrated experience as an ISSO for multiple SPIDs. | (U)"
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-007,shall,"Once the Contractor knows a key personnel employee is leaving and will no longer support the program, the Contractor shall provide written documentation to the Contracting Officer’s Representative (COR) within one (1) business day of the employee advising the Contractor of their intent to leave."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-008,shall,"In the case of a no-notice departure, the Contractor shall immediately inform the COR."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-009,shall,"This written notification shall include the date and time the position will be vacant, the anticipated replacement date, and management action, if needed, to ensure tasks and mission remains on schedule toward completion."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-010,shall,No key position shall remain unfilled for greater than two (2) consecutive months.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-011,shall,The Contractor shall notify the Government before making any changes to key personnel.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-012,must,"Before directing any of the actual or proposed key personnel to other programs or functional areas, the Contractor must submit justification to substitute key personnel at least 30 days prior to a substitution."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-013,must,The Contractor must provide the replacement’s resume to permit evaluation of the impact of the proposed change on the program and its schedule.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-014,must,The Contractor must not substitute or change the key personnel without the prior written consent of the CO.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-015,must,The Contractor must demonstrate to the satisfaction of the CO that the qualifications for the prospective personnel are equal to or better than the qualifications of the personnel being replaced.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.2,Staffing and Contractor Personnel,7.2.1,Key Personnel,7.2.1,Key Personnel,7.2.1,7.2.1-016,shall,The Contractor shall update the COR concerning changes to non-key personnel assigned to this contract within three (3) business days of departure.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-001,shall,This relationship shall be achieved through an effective QCP dedicated to ensuring the best possible products and services to end users.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-002,shall,The Contractor shall provide a written QCP IAW this PWS as outlined in the deliverables schedule.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-003,shall,The Contractor shall establish and maintain a QCP to ensure the contract requirements are provided as specified and ensure performance effectively achieves specific quality requirements addressed in the PRS of each task order and IAW the QASP.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-004,shall,The QCP shall describe the inspection system for the requested services.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-005,shall,The Contractor QCP shall be finalized IAW the discussions and submitted not more than 35 days after contract award.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-006,shall,The QCP shall be updated as changes occur.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-007,shall,Each update shall be submitted to the COR for review and acceptance.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-008,shall,The Contractor’s QCP shall demonstrate its prevention-based outlook by meeting the objectives stated in the PWS throughout all areas of performance.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-009,shall,The QCP shall be developed to specify the Contractor’s responsibility for management and quality control actions to meet the terms of the contract.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,Quality Control Plan (QCP) (CDRL A006),7.3.3,7.3.3-010,shall,"The QCP shall, at a minimum, address: 1."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.4,Contractor Discrepancy Report (CDR) Response,7.3.4,Contractor Discrepancy Report (CDR) Response,7.3.4,7.3.4-001,shall,"The Contractor shall reply in writing within five (5) business days from the date of receipt of the CDR, giving the reasons for the unsatisfactory performance, corrective action taken, and procedures to preclude recurrence."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.3,,7.3.4,Contractor Discrepancy Report (CDR) Response,7.3.4,Contractor Discrepancy Report (CDR) Response,7.3.4,7.3.4-002,shall,"If the Contractor receives a CDR, the Contractor shall develop and deliver a Corrective Action Plan in the manner and within the time frame specified by the Government, specifying how and by what date it shall bring performance up to the required levels."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,7.4.1-001,shall,The Contractor shall develop and maintain a PmP for effective program management.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,7.4.1-002,shall,"The PmP shall describe the management and oversight of all activities performed by the Contractor personnel, including subcontractors, to satisfy the requirements identified in this PWS and all task orders."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,7.4.1-003,shall,"The PmP shall describe the proposed management approach, including the management structure, process narratives, schedule/milestone management, reoccurring meetings, tasks and subtasks, a Risk Management Plan/Process, a Configuration Management Plan, Communications Plan, a Security/Continuous Monitoring Plan, a Contract Work Breakdown Structure (CWBS), and a Subcontractor Management Plan."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,7.4.1-004,shall,"Recurring meetings shall be documented with minutes, action items, risk items, and other required documentation."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,7.4.1-005,shall,The PmP shall include associated responsibilities and partnerships with other organizations.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,Program Management Plan (PmP) (CDRL A007),7.4.1,7.4.1-006,shall,"The Contractor’s PmP shall be maintained and updated to reflect changes during program execution, subject to Government approval."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.2,Integrated Master Schedule (IMS) (CDRL A008),7.4.2,Integrated Master Schedule (IMS) (CDRL A008),7.4.2,7.4.2-001,shall,The Contractor shall provide an IMS.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.2,Integrated Master Schedule (IMS) (CDRL A008),7.4.2,Integrated Master Schedule (IMS) (CDRL A008),7.4.2,7.4.2-002,shall,The IMS shall include activities/milestones across all task orders.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.3,Agile Development Management Plan (ADMP) (CDRL A009),7.4.3,Agile Development Management Plan (ADMP) (CDRL A009),7.4.3,7.4.3-001,required,"It also describes compliance with the policies, procedures, and standards required to satisfy the requirements identified in this PWS."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.3,Agile Development Management Plan (ADMP) (CDRL A009),7.4.3,Agile Development Management Plan (ADMP) (CDRL A009),7.4.3,7.4.3-002,shall,The Contractor shall include approaches in its ADMP demonstrating continuous improvement throughout the system lifecycle.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.3,Agile Development Management Plan (ADMP) (CDRL A009),7.4.3,Agile Development Management Plan (ADMP) (CDRL A009),7.4.3,7.4.3-003,shall,The ADMP shall be updated annually after the contract award.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.3,Agile Development Management Plan (ADMP) (CDRL A009),7.4.3,Agile Development Management Plan (ADMP) (CDRL A009),7.4.3,7.4.3-004,shall,"At a minimum, the ADMP shall address the following: 1."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,7.4.5-001,shall,"The Contractor shall conduct a monthly PMR with the CO, COR and other Government stakeholder personnel to discuss and review the Contractor's performance, schedule, financials, staffing, risk, deliverables, and CDRL status relevant to the reporting period for all task orders."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,7.4.5-002,shall,"Risks to successful, timely completion of the contracted effort, including the likelihood of occurrence, impact on overall schedule, performance, and recommended/planned risk mitigation, shall be identified."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,7.4.5-003,shall,Potential opportunities shall also be highlighted.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,7.4.5-004,shall,"The Contractor shall notify the Government of problems, issues, concerns, or needed support, if any, being experienced."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,7.4.5-005,shall,Appropriate action shall be taken to resolve outstanding Contractor performance issues identified by the Government.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,Program Management Reviews (PMRs) (CDRL A011),7.4.5,7.4.5-006,shall,These meetings shall be at no additional cost to the Government.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.6,Payment Reports (CDRL A012),7.4.6,Payment Reports (CDRL A012),7.4.6,7.4.6-001,shall,The contractor shall submit a Payment Report specific to CLIN(s)
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.6,Payment Reports (CDRL A012),7.4.6,Payment Reports (CDRL A012),7.4.6,7.4.6-002,shall,The report shall be provided using Microsoft Excel and contain two tabs: 1)
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.7,Weekly Activity Report (WAR) (CDRL A013),7.4.7,Weekly Activity Report (WAR) (CDRL A013),7.4.7,7.4.7-001,shall,"The Contractor shall provide a WAR identifying accomplishments, issues, roadblocks, engagements, upcoming activities, and other items of interest for all task orders."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.7,Weekly Activity Report (WAR) (CDRL A013),7.4.7,Weekly Activity Report (WAR) (CDRL A013),7.4.7,7.4.7-002,shall,The Contractor shall highlight all impediments that require Government assistance during the WAR.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.7,Weekly Activity Report (WAR) (CDRL A013),7.4.7,Weekly Activity Report (WAR) (CDRL A013),7.4.7,7.4.7-003,shall,The WAR shall minimally provide the following: 1.
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.8,Post Award Conference,7.4.8,Post Award Conference,7.4.8,7.4.8-001,shall,The Contractor shall attend any post-award conference convened by the contracting activity or contract administration office IAW Federal Acquisition Regulation (FAR)
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.9,Contract Closeout Report (CCR) (CDRL A014),7.4.9,Contract Closeout Report (CCR) (CDRL A014),7.4.9,7.4.9-001,shall,"Upon expiration of this contract, the Contractor shall provide the Government with a CCR which, at a minimum, shall include all up-to-date critical information needed to sustain operations, the final status of all capabilities, location and inventory of files and documentation, the status of contract funds and final invoice, disposition of GFE/GFP, the names of personnel who worked on the contract, and written confirmation that they have been read off the program IAW NGA security policy."
starting-test-set,Strata Base IDIQ PWS.docx,7,Program Management and Contract Management,7.4,,7.4.9,Contract Closeout Report (CCR) (CDRL A014),7.4.9,Contract Closeout Report (CCR) (CDRL A014),7.4.9,7.4.9-002,shall,The Contractor shall submit a CCR at the end of the last option year IAW the timeline directed by the Government.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.2,Place of Performance,,,8.2,Place of Performance,8.2,8.2-001,shall,"At contract award, the Contractor shall have an accredited Secure Compartmented Information Facility (SCIF) capable of accommodating the proposed number of personnel with desks, computers, monitors, and secure phones."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.2,Place of Performance,,,8.2,Place of Performance,8.2,8.2-002,shall,"The SCIF shall contain (at a minimum) the following active networks: Joint Worldwide Intelligence Communications System (JWICS), SECNet and SBU."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.2,Place of Performance,,,8.2,Place of Performance,8.2,8.2-003,shall,"The secondary place of performance shall include NGA designated facilities such as NGA WASHINGTON Springfield, NGA ST LOUIS St."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.3,Telework,,,8.3,Telework,8.3,8.3-001,shall,"Telework (ad hoc) may be allowable but shall not commence until it has been approved by the CO and COR, with a copy of the approved agreement provided to the COR."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.3,Telework,,,8.3,Telework,8.3,8.3-002,shall,"Regardless of telework allowability, the Contractor shall be responsible for performing all classified requirements of the contract."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.3,Telework,,,8.3,Telework,8.3,8.3-003,must,All Contractor employees and/or subcontractor employees identified for telecommuting must complete the annual Computer Security Awareness Training requirement and submit a request for telecommuting through the designated COR.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.3,Telework,,,8.3,Telework,8.3,8.3-004,shall,"Contractor and/or subcontractor employees shall not telecommute on Federal holidays, other non-work days, or in the case of a pandemic or other emergency or unforeseen situation such as an epidemic, natural disaster, early closing or delayed opening of the Government, as well as a Government shutdown without the prior written approval of the CO and COR."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.3,Telework,,,8.3,Telework,8.3,8.3-005,shall,The Contractor shall maintain adherence to proper Security classification rules and standards while operating in a telework environment.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.3,Telework,,,8.3,Telework,8.3,8.3-006,shall,"Oversight of telecommuting employees shall be IAW contractual requirements and company policy, which the Contractor will manage."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.3,Telework,,,8.3,Telework,8.3,8.3-007,shall,"Company telecommuting policies shall ensure that telecommuting worksites do not include public locations (such as libraries, food establishments, parks, or other public locations)."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.4,Travel,,,8.4,Travel,8.4,8.4-001,requires,All travel requires advanced approval in writing by the COR prior to the requested travel date.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.4,Travel,,,8.4,Travel,8.4,8.4-002,shall,The Contractor shall provide a written travel request to the COR ten days prior or as soon as possible to the requested travel date.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.4,Travel,,,8.4,Travel,8.4,8.4-003,shall,The Contractor shall maintain an annual travel plan and provide updates quarterly.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.4,Travel,,,8.4,Travel,8.4,8.4-004,shall,The Contractor shall submit monthly invoices for reimbursement citing the appropriate Contract Line Item Number (CLIN)
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.4,Travel,,,8.4,Travel,8.4,8.4-005,shall,Each individual travel instance shall be captured.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.4,Travel,,,8.4,Travel,8.4,8.4-006,shall,"Copies of receipts, travel vouchers, etc., shall be attached to the invoice to support charges."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.4,Travel,,,8.4,Travel,8.4,8.4-007,shall,Original receipts shall be maintained by the Contractor and made available to Government auditors upon request.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.4,Travel,,,8.4,Travel,8.4,8.4-008,shall,Contractor travel shall be IAW Government-approved lodging and per-diem rates.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.5,Other Direct Costs (ODCs),,,8.5,Other Direct Costs (ODCs),8.5,8.5-001,shall,"All Contractor ODCs shall be approved by the Government CO or COR before the Contractor incurs any expenses; this includes any commercial software licenses to be used, which shall be submitted to the CO or the COR for NGA approval prior to purchase and installation."
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.5,Other Direct Costs (ODCs),,,8.5,Other Direct Costs (ODCs),8.5,8.5-002,shall,Any commercial software license purchased under this contract shall be licensed to the Government and shall be registered in the name of the Government.
starting-test-set,Strata Base IDIQ PWS.docx,8,,8.5,Other Direct Costs (ODCs),,,8.5,Other Direct Costs (ODCs),8.5,8.5-003,shall,"The Contractor shall maintain, apply, and perform DoD IC Supply Chain Risk Management (SCRM) activities for CONUS and OCONUS material purchases and shipping."
starting-test-set,Strata Base IDIQ PWS.docx,9,Deliverables,,,,,9,Deliverables,9,9-001,required,Documentation as required for each scheduled release | (U)
starting-test-set,Strata Base IDIQ PWS.docx,9,Deliverables,,,,,9,Deliverables,9,9-002,required,As required by Task Order (TO) | (U)
